"fun1_s","fun7_2","fun7_3","fun1_1","fun1_2","fun1_3","gender"
,,,0.3636,,,0.0
,,,0.3636,,,0.0
,,,0.3636,,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.6,0.44439999999999996,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.8,0.5714,,0.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.4,0.3414,0.5,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.8,,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.36,0.4,,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.8,0.4572,1.0,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.4242,0.6666666666666666,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.3414,0.3333333333333333,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.2,0.4,0.16666666666666666,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.22219999999999998,0.2926,0.5,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.2,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.32,0.3,0.6666666666666666,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.2,0.4,0.5,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.5,,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,0.3,0.5,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.3,,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,0.4,0.3,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.3,0.4,0.5,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.4,,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.0,0.0,0.6666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.2,0.6,0.16666666666666666,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.44,0.5,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.3,0.4,,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.5,0.5,0.6666666666666666,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.2,0.1,,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.3,0.4,0.3333333333333333,0.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.4,0.4,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.6,0.2,,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.3,0.3,0.5,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.2,0.4,0.3333333333333333,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.5,0.2,0.5,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.3,0.5,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.2,0.1,0.3333333333333333,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.4,,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.5,0.8,1.0,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.4,0.5,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.3,0.1,,1.0
,,,0.6,0.4,,1.0
,,,0.6,0.4,,1.0
,,,0.6,0.4,,1.0
