"intel1_s","intel7_2","intel7_3","intel1_1","intel1_2","intel1_3","gender"
,,,0.3,0.26775000000000004,,0.0
,,,0.3,0.26775000000000004,,0.0
,,,0.3,0.26775000000000004,,0.0
,,,0.3,0.26775000000000004,,0.0
,,,0.3,0.26775000000000004,,0.0
,,,0.3,0.26775000000000004,,0.0
,,,0.3,0.26775000000000004,,0.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.4,0.42675,0.3333333333333333,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.38,0.5,,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.3,0.4285,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.4,0.303,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.6,0.42675,0.4444444444444444,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.5,0.5,0.5555555555555556,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.22219999999999998,0.42675,0.3333333333333333,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.5,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.0,,,1.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.5,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.4,0.25,0.4444444444444444,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.8,0.75,0.6666666666666666,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.3,0.25,0.2222222222222222,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.4,,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,0.36,0.375,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,,,,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.36,0.375,0.3333333333333333,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.375,,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,0.4,0.125,0.4444444444444444,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,1.0,0.375,0.6666666666666666,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.625,0.8888888888888888,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.6,0.75,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.46,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.4,0.5,,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.6,0.5,0.5555555555555556,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.25,,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.4,0.5,0.6666666666666666,0.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.5,0.75,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.2,0.25,,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.4,0.25,0.3333333333333333,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.6,0.125,0.6666666666666666,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.25,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.5,0.0,0.4444444444444444,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.4,0.125,0.2222222222222222,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.5,,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.5,0.0,0.2222222222222222,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
,,,0.4,0.375,,1.0
